year,circuit,driver,lap_number,lap_time_seconds,compound,tyre_life,is_pit_lap,track_status
2019,Canada,GAS,1.0,85.163,SOFT,4.0,0,12
2019,Canada,GAS,2.0,78.634,SOFT,5.0,0,21
2019,Canada,GAS,3.0,77.954,SOFT,6.0,0,1
2019,Canada,GAS,4.0,77.767,SOFT,7.0,0,1
2019,Canada,GAS,5.0,78.045,SOFT,8.0,0,1
2019,Canada,GAS,6.0,78.347,SOFT,9.0,0,1
2019,Canada,GAS,7.0,93.794,SOFT,10.0,1,1
2019,Canada,GAS,8.0,80.128,HARD,1.0,0,1
2019,Canada,GAS,9.0,77.218,HARD,2.0,0,12
2019,Canada,GAS,10.0,78.694,HARD,3.0,0,2
2019,Canada,GAS,11.0,79.422,HARD,4.0,0,21
2019,Canada,GAS,12.0,78.148,HARD,5.0,0,12
2019,Canada,GAS,13.0,78.098,HARD,6.0,0,21
2019,Canada,GAS,14.0,77.439,HARD,7.0,0,1
2019,Canada,GAS,15.0,78.164,HARD,8.0,0,1
2019,Canada,GAS,16.0,77.847,HARD,9.0,0,1
2019,Canada,GAS,17.0,78.019,HARD,10.0,0,1
2019,Canada,GAS,18.0,78.057,HARD,11.0,0,1
2019,Canada,GAS,19.0,77.483,HARD,12.0,0,1
2019,Canada,GAS,20.0,77.879,HARD,13.0,0,1
2019,Canada,GAS,21.0,77.947,HARD,14.0,0,1
2019,Canada,GAS,22.0,77.734,HARD,15.0,0,1
2019,Canada,GAS,23.0,77.578,HARD,16.0,0,1
2019,Canada,GAS,24.0,77.474,HARD,17.0,0,1
2019,Canada,GAS,25.0,77.259,HARD,18.0,0,1
2019,Canada,GAS,26.0,77.546,HARD,19.0,0,1
2019,Canada,GAS,27.0,77.244,HARD,20.0,0,1
2019,Canada,GAS,28.0,77.477,HARD,21.0,0,1
2019,Canada,GAS,29.0,76.878,HARD,22.0,0,1
2019,Canada,GAS,30.0,77.296,HARD,23.0,0,12
2019,Canada,GAS,31.0,77.514,HARD,24.0,0,21
2019,Canada,GAS,32.0,76.955,HARD,25.0,0,1
2019,Canada,GAS,33.0,76.817,HARD,26.0,0,1
2019,Canada,GAS,34.0,76.569,HARD,27.0,0,1
2019,Canada,GAS,35.0,76.792,HARD,28.0,0,1
2019,Canada,GAS,36.0,76.869,HARD,29.0,0,1
2019,Canada,GAS,37.0,77.071,HARD,30.0,0,1
2019,Canada,GAS,38.0,76.94,HARD,31.0,0,1
2019,Canada,GAS,39.0,76.991,HARD,32.0,0,1
2019,Canada,GAS,40.0,77.016,HARD,33.0,0,1
2019,Canada,GAS,41.0,77.283,HARD,34.0,0,1
2019,Canada,GAS,42.0,76.674,HARD,35.0,0,1
2019,Canada,GAS,43.0,76.367,HARD,36.0,0,1
2019,Canada,GAS,44.0,76.981,HARD,37.0,0,1
2019,Canada,GAS,45.0,76.926,HARD,38.0,0,1
2019,Canada,GAS,46.0,76.266,HARD,39.0,0,1
2019,Canada,GAS,47.0,76.622,HARD,40.0,0,1
2019,Canada,GAS,48.0,76.439,HARD,41.0,0,1
2019,Canada,GAS,49.0,76.971,HARD,42.0,0,1
2019,Canada,GAS,50.0,76.318,HARD,43.0,0,1
2019,Canada,GAS,51.0,76.157,HARD,44.0,0,1
2019,Canada,GAS,52.0,76.281,HARD,45.0,0,1
2019,Canada,GAS,53.0,77.33,HARD,46.0,0,1
2019,Canada,GAS,54.0,76.292,HARD,47.0,0,1
2019,Canada,GAS,55.0,76.359,HARD,48.0,0,1
2019,Canada,GAS,56.0,76.321,HARD,49.0,0,1
2019,Canada,GAS,57.0,76.227,HARD,50.0,0,1
2019,Canada,GAS,58.0,76.834,HARD,51.0,0,1
2019,Canada,GAS,59.0,77.299,HARD,52.0,0,1
2019,Canada,GAS,60.0,77.242,HARD,53.0,0,1
2019,Canada,GAS,61.0,76.921,HARD,54.0,0,1
2019,Canada,GAS,62.0,76.645,HARD,55.0,0,1
2019,Canada,GAS,63.0,79.402,HARD,56.0,0,1
2019,Canada,GAS,64.0,76.948,HARD,57.0,0,1
2019,Canada,GAS,65.0,76.773,HARD,58.0,0,1
2019,Canada,GAS,66.0,77.02,HARD,59.0,0,1
2019,Canada,GAS,67.0,78.087,HARD,60.0,0,1
2019,Canada,GAS,68.0,78.239,HARD,61.0,0,1
2019,Canada,GAS,69.0,77.134,HARD,62.0,0,1
2019,Canada,PER,1.0,90.218,MEDIUM,1.0,0,12
2019,Canada,PER,2.0,79.939,MEDIUM,2.0,0,1
2019,Canada,PER,3.0,79.169,MEDIUM,3.0,0,1
2019,Canada,PER,4.0,78.883,MEDIUM,4.0,0,1
2019,Canada,PER,5.0,78.843,MEDIUM,5.0,0,1
2019,Canada,PER,6.0,78.846,MEDIUM,6.0,0,1
2019,Canada,PER,7.0,78.955,MEDIUM,7.0,0,1
2019,Canada,PER,8.0,79.125,MEDIUM,8.0,0,1
2019,Canada,PER,9.0,79.572,MEDIUM,9.0,0,12
2019,Canada,PER,10.0,80.242,MEDIUM,10.0,0,2
2019,Canada,PER,11.0,95.697,MEDIUM,11.0,1,21
2019,Canada,PER,12.0,79.74,HARD,1.0,0,12
2019,Canada,PER,13.0,78.455,HARD,2.0,0,21
2019,Canada,PER,14.0,78.761,HARD,3.0,0,1
2019,Canada,PER,15.0,78.298,HARD,4.0,0,1
2019,Canada,PER,16.0,78.377,HARD,5.0,0,1
2019,Canada,PER,17.0,77.719,HARD,6.0,0,1
2019,Canada,PER,18.0,77.989,HARD,7.0,0,1
2019,Canada,PER,19.0,77.71,HARD,8.0,0,1
2019,Canada,PER,20.0,77.776,HARD,9.0,0,1
2019,Canada,PER,21.0,77.556,HARD,10.0,0,1
2019,Canada,PER,22.0,77.318,HARD,11.0,0,1
2019,Canada,PER,23.0,77.543,HARD,12.0,0,1
2019,Canada,PER,24.0,78.462,HARD,13.0,0,1
2019,Canada,PER,25.0,77.998,HARD,14.0,0,1
2019,Canada,PER,26.0,77.869,HARD,15.0,0,1
2019,Canada,PER,27.0,77.748,HARD,16.0,0,1
2019,Canada,PER,28.0,78.009,HARD,17.0,0,1
2019,Canada,PER,29.0,77.196,HARD,18.0,0,1
2019,Canada,PER,30.0,78.246,HARD,19.0,0,12
2019,Canada,PER,31.0,78.494,HARD,20.0,0,21
2019,Canada,PER,32.0,78.342,HARD,21.0,0,1
2019,Canada,PER,33.0,77.685,HARD,22.0,0,1
2019,Canada,PER,34.0,77.269,HARD,23.0,0,1
2019,Canada,PER,35.0,77.015,HARD,24.0,0,1
2019,Canada,PER,36.0,76.899,HARD,25.0,0,1
2019,Canada,PER,37.0,77.091,HARD,26.0,0,1
2019,Canada,PER,38.0,77.146,HARD,27.0,0,1
2019,Canada,PER,39.0,77.621,HARD,28.0,0,1
2019,Canada,PER,40.0,76.645,HARD,29.0,0,1
2019,Canada,PER,41.0,76.645,HARD,30.0,0,1
2019,Canada,PER,42.0,78.333,HARD,31.0,0,1
2019,Canada,PER,43.0,78.158,HARD,32.0,0,1
2019,Canada,PER,44.0,77.149,HARD,33.0,0,1
2019,Canada,PER,45.0,76.454,HARD,34.0,0,1
2019,Canada,PER,46.0,77.192,HARD,35.0,0,1
2019,Canada,PER,47.0,77.484,HARD,36.0,0,1
2019,Canada,PER,48.0,77.079,HARD,37.0,0,1
2019,Canada,PER,49.0,78.995,HARD,38.0,0,1
2019,Canada,PER,50.0,76.87,HARD,39.0,0,1
2019,Canada,PER,51.0,76.75,HARD,40.0,0,1
2019,Canada,PER,52.0,77.095,HARD,41.0,0,1
2019,Canada,PER,53.0,76.882,HARD,42.0,0,1
2019,Canada,PER,54.0,76.54,HARD,43.0,0,1
2019,Canada,PER,55.0,76.996,HARD,44.0,0,1
2019,Canada,PER,56.0,76.861,HARD,45.0,0,1
2019,Canada,PER,57.0,76.627,HARD,46.0,0,1
2019,Canada,PER,58.0,76.723,HARD,47.0,0,1
2019,Canada,PER,59.0,76.674,HARD,48.0,0,1
2019,Canada,PER,60.0,76.511,HARD,49.0,0,1
2019,Canada,PER,61.0,76.314,HARD,50.0,0,1
2019,Canada,PER,62.0,77.066,HARD,51.0,0,1
2019,Canada,PER,63.0,76.99,HARD,52.0,0,1
2019,Canada,PER,64.0,78.278,HARD,53.0,0,1
2019,Canada,PER,65.0,77.258,HARD,54.0,0,1
2019,Canada,PER,66.0,76.876,HARD,55.0,0,1
2019,Canada,PER,67.0,76.899,HARD,56.0,0,1
2019,Canada,PER,68.0,76.686,HARD,57.0,0,1
2019,Canada,PER,69.0,77.148,HARD,58.0,0,1
2019,Canada,LEC,1.0,83.464,MEDIUM,6.0,0,12
2019,Canada,LEC,2.0,77.965,MEDIUM,7.0,0,21
2019,Canada,LEC,3.0,77.009,MEDIUM,8.0,0,1
2019,Canada,LEC,4.0,76.826,MEDIUM,9.0,0,1
2019,Canada,LEC,5.0,76.662,MEDIUM,10.0,0,1
2019,Canada,LEC,6.0,77.6,MEDIUM,11.0,0,1
2019,Canada,LEC,7.0,77.556,MEDIUM,12.0,0,1
2019,Canada,LEC,8.0,77.023,MEDIUM,13.0,0,1
2019,Canada,LEC,9.0,76.868,MEDIUM,14.0,0,12
2019,Canada,LEC,10.0,77.162,MEDIUM,15.0,0,2
2019,Canada,LEC,11.0,77.058,MEDIUM,16.0,0,2
2019,Canada,LEC,12.0,77.108,MEDIUM,17.0,0,21
2019,Canada,LEC,13.0,76.874,MEDIUM,18.0,0,12
2019,Canada,LEC,14.0,77.55,MEDIUM,19.0,0,21
2019,Canada,LEC,15.0,76.716,MEDIUM,20.0,0,1
2019,Canada,LEC,16.0,76.854,MEDIUM,21.0,0,1
2019,Canada,LEC,17.0,76.533,MEDIUM,22.0,0,1
2019,Canada,LEC,18.0,76.682,MEDIUM,23.0,0,1
2019,Canada,LEC,19.0,76.76,MEDIUM,24.0,0,1
2019,Canada,LEC,20.0,76.951,MEDIUM,25.0,0,1
2019,Canada,LEC,21.0,76.515,MEDIUM,26.0,0,1
2019,Canada,LEC,22.0,76.727,MEDIUM,27.0,0,1
2019,Canada,LEC,23.0,76.595,MEDIUM,28.0,0,1
2019,Canada,LEC,24.0,76.816,MEDIUM,29.0,0,1
2019,Canada,LEC,25.0,76.98,MEDIUM,30.0,0,1
2019,Canada,LEC,26.0,76.784,MEDIUM,31.0,0,1
2019,Canada,LEC,27.0,77.277,MEDIUM,32.0,0,1
2019,Canada,LEC,28.0,76.941,MEDIUM,33.0,0,1
2019,Canada,LEC,29.0,76.892,MEDIUM,34.0,0,1
2019,Canada,LEC,30.0,77.036,MEDIUM,35.0,0,12
2019,Canada,LEC,31.0,77.36,MEDIUM,36.0,0,21
2019,Canada,LEC,32.0,77.153,MEDIUM,37.0,0,1
2019,Canada,LEC,33.0,93.611,MEDIUM,38.0,1,1
2019,Canada,LEC,34.0,79.663,HARD,1.0,0,1
2019,Canada,LEC,35.0,75.424,HARD,2.0,0,1
2019,Canada,LEC,36.0,75.554,HARD,3.0,0,1
2019,Canada,LEC,37.0,75.372,HARD,4.0,0,1
2019,Canada,LEC,38.0,75.687,HARD,5.0,0,1
2019,Canada,LEC,39.0,75.872,HARD,6.0,0,1
2019,Canada,LEC,40.0,75.946,HARD,7.0,0,1
2019,Canada,LEC,41.0,75.297,HARD,8.0,0,1
2019,Canada,LEC,42.0,75.443,HARD,9.0,0,1
2019,Canada,LEC,43.0,75.369,HARD,10.0,0,1
2019,Canada,LEC,44.0,75.442,HARD,11.0,0,1
2019,Canada,LEC,45.0,75.635,HARD,12.0,0,1
2019,Canada,LEC,46.0,75.489,HARD,13.0,0,1
2019,Canada,LEC,47.0,75.005,HARD,14.0,0,1
2019,Canada,LEC,48.0,75.092,HARD,15.0,0,1
2019,Canada,LEC,49.0,75.589,HARD,16.0,0,1
2019,Canada,LEC,50.0,76.011,HARD,17.0,0,1
2019,Canada,LEC,51.0,75.27,HARD,18.0,0,1
2019,Canada,LEC,52.0,75.094,HARD,19.0,0,1
2019,Canada,LEC,53.0,75.647,HARD,20.0,0,1
2019,Canada,LEC,54.0,75.281,HARD,21.0,0,1
2019,Canada,LEC,55.0,75.173,HARD,22.0,0,1
2019,Canada,LEC,56.0,75.007,HARD,23.0,0,1
2019,Canada,LEC,57.0,75.145,HARD,24.0,0,1
2019,Canada,LEC,58.0,74.672,HARD,25.0,0,1
2019,Canada,LEC,59.0,74.983,HARD,26.0,0,1
2019,Canada,LEC,60.0,75.112,HARD,27.0,0,1
2019,Canada,LEC,61.0,74.734,HARD,28.0,0,1
2019,Canada,LEC,62.0,75.248,HARD,29.0,0,1
2019,Canada,LEC,63.0,74.356,HARD,30.0,0,1
2019,Canada,LEC,64.0,74.69,HARD,31.0,0,1
2019,Canada,LEC,65.0,74.999,HARD,32.0,0,1
2019,Canada,LEC,66.0,74.494,HARD,33.0,0,1
2019,Canada,LEC,67.0,75.559,HARD,34.0,0,1
2019,Canada,LEC,68.0,74.84,HARD,35.0,0,1
2019,Canada,LEC,69.0,74.86,HARD,36.0,0,1
2019,Canada,LEC,70.0,74.818,HARD,37.0,0,1
2019,Canada,STR,1.0,91.449,HARD,1.0,0,12
2019,Canada,STR,2.0,80.275,HARD,2.0,0,1
2019,Canada,STR,3.0,78.992,HARD,3.0,0,1
2019,Canada,STR,4.0,78.609,HARD,4.0,0,1
2019,Canada,STR,5.0,78.775,HARD,5.0,0,1
2019,Canada,STR,6.0,79.044,HARD,6.0,0,1
2019,Canada,STR,7.0,79.222,HARD,7.0,0,1
2019,Canada,STR,8.0,78.596,HARD,8.0,0,1
2019,Canada,STR,9.0,78.911,HARD,9.0,0,12
2019,Canada,STR,10.0,79.02,HARD,10.0,0,2
2019,Canada,STR,11.0,78.962,HARD,11.0,0,21
2019,Canada,STR,12.0,79.658,HARD,12.0,0,12
2019,Canada,STR,13.0,78.76,HARD,13.0,0,21
2019,Canada,STR,14.0,78.151,HARD,14.0,0,1
2019,Canada,STR,15.0,78.126,HARD,15.0,0,1
2019,Canada,STR,16.0,77.8,HARD,16.0,0,1
2019,Canada,STR,17.0,77.947,HARD,17.0,0,1
2019,Canada,STR,18.0,77.906,HARD,18.0,0,1
2019,Canada,STR,19.0,77.508,HARD,19.0,0,1
2019,Canada,STR,20.0,77.45,HARD,20.0,0,1
2019,Canada,STR,21.0,77.354,HARD,21.0,0,1
2019,Canada,STR,22.0,77.278,HARD,22.0,0,1
2019,Canada,STR,23.0,77.522,HARD,23.0,0,1
2019,Canada,STR,24.0,77.387,HARD,24.0,0,1
2019,Canada,STR,25.0,77.325,HARD,25.0,0,1
2019,Canada,STR,26.0,77.394,HARD,26.0,0,1
2019,Canada,STR,27.0,77.237,HARD,27.0,0,1
2019,Canada,STR,28.0,77.311,HARD,28.0,0,1
2019,Canada,STR,29.0,77.057,HARD,29.0,0,1
2019,Canada,STR,30.0,77.102,HARD,30.0,0,12
2019,Canada,STR,31.0,77.232,HARD,31.0,0,21
2019,Canada,STR,32.0,77.078,HARD,32.0,0,1
2019,Canada,STR,33.0,77.035,HARD,33.0,0,1
2019,Canada,STR,34.0,77.005,HARD,34.0,0,1
2019,Canada,STR,35.0,77.31,HARD,35.0,0,1
2019,Canada,STR,36.0,77.092,HARD,36.0,0,1
2019,Canada,STR,37.0,76.976,HARD,37.0,0,1
2019,Canada,STR,38.0,76.887,HARD,38.0,0,1
2019,Canada,STR,39.0,76.965,HARD,39.0,0,1
2019,Canada,STR,40.0,77.034,HARD,40.0,0,1
2019,Canada,STR,41.0,77.407,HARD,41.0,0,1
2019,Canada,STR,42.0,76.983,HARD,42.0,0,1
2019,Canada,STR,43.0,76.941,HARD,43.0,0,1
2019,Canada,STR,44.0,77.128,HARD,44.0,0,1
2019,Canada,STR,45.0,93.215,HARD,45.0,1,1
2019,Canada,STR,46.0,79.019,MEDIUM,1.0,0,1
2019,Canada,STR,47.0,76.043,MEDIUM,2.0,0,1
2019,Canada,STR,48.0,76.621,MEDIUM,3.0,0,1
2019,Canada,STR,49.0,76.88,MEDIUM,4.0,0,1
2019,Canada,STR,50.0,79.102,MEDIUM,5.0,0,1
2019,Canada,STR,51.0,77.239,MEDIUM,6.0,0,1
2019,Canada,STR,52.0,76.893,MEDIUM,7.0,0,1
2019,Canada,STR,53.0,76.935,MEDIUM,8.0,0,1
2019,Canada,STR,54.0,76.931,MEDIUM,9.0,0,1
2019,Canada,STR,55.0,78.16,MEDIUM,10.0,0,1
2019,Canada,STR,56.0,77.418,MEDIUM,11.0,0,1
2019,Canada,STR,57.0,76.541,MEDIUM,12.0,0,1
2019,Canada,STR,58.0,76.385,MEDIUM,13.0,0,1
2019,Canada,STR,59.0,76.252,MEDIUM,14.0,0,1
2019,Canada,STR,60.0,76.319,MEDIUM,15.0,0,1
2019,Canada,STR,61.0,76.721,MEDIUM,16.0,0,1
2019,Canada,STR,62.0,76.592,MEDIUM,17.0,0,1
2019,Canada,STR,63.0,76.316,MEDIUM,18.0,0,1
2019,Canada,STR,64.0,76.551,MEDIUM,19.0,0,1
2019,Canada,STR,65.0,77.715,MEDIUM,20.0,0,1
2019,Canada,STR,66.0,77.477,MEDIUM,21.0,0,1
2019,Canada,STR,67.0,76.803,MEDIUM,22.0,0,1
2019,Canada,STR,68.0,76.392,MEDIUM,23.0,0,1
2019,Canada,STR,69.0,77.39,MEDIUM,24.0,0,1
2019,Canada,MAG,1.0,98.531,HARD,1.0,0,12
2019,Canada,MAG,2.0,78.822,HARD,2.0,0,1
2019,Canada,MAG,3.0,79.954,HARD,3.0,0,1
2019,Canada,MAG,4.0,79.595,HARD,4.0,0,1
2019,Canada,MAG,5.0,79.323,HARD,5.0,0,1
2019,Canada,MAG,6.0,79.684,HARD,6.0,0,1
2019,Canada,MAG,7.0,79.489,HARD,7.0,0,1
2019,Canada,MAG,8.0,80.178,HARD,8.0,0,1
2019,Canada,MAG,9.0,79.478,HARD,9.0,0,12
2019,Canada,MAG,10.0,80.206,HARD,10.0,0,2
2019,Canada,MAG,11.0,80.439,HARD,11.0,0,21
2019,Canada,MAG,12.0,80.234,HARD,12.0,0,12
2019,Canada,MAG,13.0,80.4,HARD,13.0,0,21
2019,Canada,MAG,14.0,81.747,HARD,14.0,0,1
2019,Canada,MAG,15.0,80.405,HARD,15.0,0,1
2019,Canada,MAG,16.0,79.689,HARD,16.0,0,1
2019,Canada,MAG,17.0,79.747,HARD,17.0,0,1
2019,Canada,MAG,18.0,79.457,HARD,18.0,0,1
2019,Canada,MAG,19.0,79.491,HARD,19.0,0,1
2019,Canada,MAG,20.0,79.221,HARD,20.0,0,1
2019,Canada,MAG,21.0,81.005,HARD,21.0,0,1
2019,Canada,MAG,22.0,81.078,HARD,22.0,0,1
2019,Canada,MAG,23.0,79.193,HARD,23.0,0,1
2019,Canada,MAG,24.0,78.475,HARD,24.0,0,1
2019,Canada,MAG,25.0,78.896,HARD,25.0,0,1
2019,Canada,MAG,26.0,78.638,HARD,26.0,0,1
2019,Canada,MAG,27.0,78.53,HARD,27.0,0,1
2019,Canada,MAG,28.0,79.595,HARD,28.0,0,1
2019,Canada,MAG,29.0,79.926,HARD,29.0,0,12
2019,Canada,MAG,30.0,79.291,HARD,30.0,0,21
2019,Canada,MAG,31.0,80.1,HARD,31.0,0,1
2019,Canada,MAG,32.0,78.399,HARD,32.0,0,1
2019,Canada,MAG,33.0,78.504,HARD,33.0,0,1
2019,Canada,MAG,34.0,78.523,HARD,34.0,0,1
2019,Canada,MAG,35.0,78.233,HARD,35.0,0,1
2019,Canada,MAG,36.0,78.006,HARD,36.0,0,1
2019,Canada,MAG,37.0,78.279,HARD,37.0,0,1
2019,Canada,MAG,38.0,78.025,HARD,38.0,0,1
2019,Canada,MAG,39.0,94.788,HARD,39.0,1,1
2019,Canada,MAG,40.0,80.125,MEDIUM,1.0,0,1
2019,Canada,MAG,41.0,77.309,MEDIUM,2.0,0,1
2019,Canada,MAG,42.0,77.49,MEDIUM,3.0,0,1
2019,Canada,MAG,43.0,77.578,MEDIUM,4.0,0,1
2019,Canada,MAG,44.0,77.74,MEDIUM,5.0,0,1
2019,Canada,MAG,45.0,78.025,MEDIUM,6.0,0,1
2019,Canada,MAG,46.0,78.716,MEDIUM,7.0,0,1
2019,Canada,MAG,47.0,79.243,MEDIUM,8.0,0,1
2019,Canada,MAG,48.0,78.289,MEDIUM,9.0,0,1
2019,Canada,MAG,49.0,81.175,MEDIUM,10.0,0,1
2019,Canada,MAG,50.0,79.961,MEDIUM,11.0,0,1
2019,Canada,MAG,51.0,78.242,MEDIUM,12.0,0,1
2019,Canada,MAG,52.0,79.5,MEDIUM,13.0,0,1
2019,Canada,MAG,53.0,78.343,MEDIUM,14.0,0,1
2019,Canada,MAG,54.0,78.085,MEDIUM,15.0,0,1
2019,Canada,MAG,55.0,78.629,MEDIUM,16.0,0,1
2019,Canada,MAG,56.0,78.492,MEDIUM,17.0,0,1
2019,Canada,MAG,57.0,77.933,MEDIUM,18.0,0,1
2019,Canada,MAG,58.0,78.283,MEDIUM,19.0,0,1
2019,Canada,MAG,59.0,79.36,MEDIUM,20.0,0,1
2019,Canada,MAG,60.0,77.852,MEDIUM,21.0,0,1
2019,Canada,MAG,61.0,77.617,MEDIUM,22.0,0,1
2019,Canada,MAG,62.0,77.941,MEDIUM,23.0,0,1
2019,Canada,MAG,63.0,77.789,MEDIUM,24.0,0,1
2019,Canada,MAG,64.0,77.478,MEDIUM,25.0,0,1
2019,Canada,MAG,65.0,77.524,MEDIUM,26.0,0,1
2019,Canada,MAG,66.0,79.296,MEDIUM,27.0,0,1
2019,Canada,MAG,67.0,78.955,MEDIUM,28.0,0,1
2019,Canada,MAG,68.0,77.822,MEDIUM,29.0,0,1
2019,Canada,ALB,1.0,126.344,MEDIUM,1.0,1,12
2019,Canada,ALB,2.0,82.732,HARD,1.0,0,1
2019,Canada,ALB,3.0,79.835,HARD,2.0,0,1
2019,Canada,ALB,4.0,79.464,HARD,3.0,0,1
2019,Canada,ALB,5.0,79.1,HARD,4.0,0,1
2019,Canada,ALB,6.0,78.777,HARD,5.0,0,1
2019,Canada,ALB,7.0,78.661,HARD,6.0,0,1
2019,Canada,ALB,8.0,78.535,HARD,7.0,0,12
2019,Canada,ALB,9.0,80.542,HARD,8.0,0,2
2019,Canada,ALB,10.0,79.286,HARD,9.0,0,2
2019,Canada,ALB,11.0,78.538,HARD,10.0,0,21
2019,Canada,ALB,12.0,78.086,HARD,11.0,0,12
2019,Canada,ALB,13.0,78.648,HARD,12.0,0,21
2019,Canada,ALB,14.0,79.782,HARD,13.0,0,1
2019,Canada,ALB,15.0,80.417,HARD,14.0,0,1
2019,Canada,ALB,16.0,79.632,HARD,15.0,0,1
2019,Canada,ALB,17.0,78.44,HARD,16.0,0,1
2019,Canada,ALB,18.0,78.168,HARD,17.0,0,1
2019,Canada,ALB,19.0,78.181,HARD,18.0,0,1
2019,Canada,ALB,20.0,77.981,HARD,19.0,0,1
2019,Canada,ALB,21.0,77.75,HARD,20.0,0,1
2019,Canada,ALB,22.0,78.135,HARD,21.0,0,1
2019,Canada,ALB,23.0,78.094,HARD,22.0,0,1
2019,Canada,ALB,24.0,78.735,HARD,23.0,0,1
2019,Canada,ALB,25.0,79.33,HARD,24.0,0,1
2019,Canada,ALB,26.0,79.791,HARD,25.0,0,1
2019,Canada,ALB,27.0,80.303,HARD,26.0,0,1
2019,Canada,ALB,28.0,77.886,HARD,27.0,0,1
2019,Canada,ALB,29.0,77.806,HARD,28.0,0,12
2019,Canada,ALB,30.0,77.905,HARD,29.0,0,21
2019,Canada,ALB,31.0,77.534,HARD,30.0,0,1
2019,Canada,ALB,32.0,77.673,HARD,31.0,0,1
2019,Canada,ALB,33.0,77.486,HARD,32.0,0,1
2019,Canada,ALB,34.0,77.927,HARD,33.0,0,1
2019,Canada,ALB,35.0,77.45,HARD,34.0,0,1
2019,Canada,ALB,36.0,77.915,HARD,35.0,0,1
2019,Canada,ALB,37.0,78.522,HARD,36.0,0,1
2019,Canada,ALB,38.0,77.914,HARD,37.0,0,1
2019,Canada,ALB,39.0,81.119,HARD,38.0,0,1
2019,Canada,ALB,40.0,78.884,HARD,39.0,0,1
2019,Canada,ALB,41.0,79.334,HARD,40.0,0,1
2019,Canada,ALB,42.0,77.58,HARD,41.0,0,1
2019,Canada,ALB,43.0,77.454,HARD,42.0,0,1
2019,Canada,ALB,44.0,77.275,HARD,43.0,0,1
2019,Canada,ALB,45.0,77.36,HARD,44.0,0,1
2019,Canada,ALB,46.0,77.198,HARD,45.0,0,1
2019,Canada,ALB,47.0,77.151,HARD,46.0,0,1
2019,Canada,ALB,48.0,78.957,HARD,47.0,0,1
2019,Canada,ALB,49.0,78.586,HARD,48.0,0,1
2019,Canada,ALB,50.0,77.75,HARD,49.0,0,1
2019,Canada,ALB,51.0,77.892,HARD,50.0,0,1
2019,Canada,ALB,52.0,77.733,HARD,51.0,0,1
2019,Canada,ALB,53.0,78.038,HARD,52.0,0,1
2019,Canada,ALB,54.0,77.943,HARD,53.0,0,1
2019,Canada,ALB,55.0,79.855,HARD,54.0,0,1
2019,Canada,ALB,56.0,79.4,HARD,55.0,0,1
2019,Canada,ALB,57.0,78.168,HARD,56.0,0,1
2019,Canada,ALB,58.0,79.714,HARD,57.0,0,1
2019,Canada,ALB,59.0,79.707,HARD,58.0,0,1
2019,Canada,ALB,60.0,,HARD,59.0,1,1
2019,Canada,KVY,1.0,88.76,MEDIUM,1.0,0,12
2019,Canada,KVY,2.0,79.873,MEDIUM,2.0,0,1
2019,Canada,KVY,3.0,79.143,MEDIUM,3.0,0,1
2019,Canada,KVY,4.0,78.964,MEDIUM,4.0,0,1
2019,Canada,KVY,5.0,79.143,MEDIUM,5.0,0,1
2019,Canada,KVY,6.0,79.004,MEDIUM,6.0,0,1
2019,Canada,KVY,7.0,79.384,MEDIUM,7.0,0,1
2019,Canada,KVY,8.0,79.245,MEDIUM,8.0,0,1
2019,Canada,KVY,9.0,79.323,MEDIUM,9.0,0,12
2019,Canada,KVY,10.0,78.952,MEDIUM,10.0,0,2
2019,Canada,KVY,11.0,79.02,MEDIUM,11.0,0,21
2019,Canada,KVY,12.0,94.409,MEDIUM,12.0,1,12
2019,Canada,KVY,13.0,81.169,HARD,1.0,0,21
2019,Canada,KVY,14.0,78.556,HARD,2.0,0,1
2019,Canada,KVY,15.0,78.507,HARD,3.0,0,1
2019,Canada,KVY,16.0,78.217,HARD,4.0,0,1
2019,Canada,KVY,17.0,77.977,HARD,5.0,0,1
2019,Canada,KVY,18.0,77.912,HARD,6.0,0,1
2019,Canada,KVY,19.0,77.803,HARD,7.0,0,1
2019,Canada,KVY,20.0,77.839,HARD,8.0,0,1
2019,Canada,KVY,21.0,77.427,HARD,9.0,0,1
2019,Canada,KVY,22.0,77.32,HARD,10.0,0,1
2019,Canada,KVY,23.0,77.661,HARD,11.0,0,1
2019,Canada,KVY,24.0,77.744,HARD,12.0,0,1
2019,Canada,KVY,25.0,77.773,HARD,13.0,0,1
2019,Canada,KVY,26.0,77.482,HARD,14.0,0,1
2019,Canada,KVY,27.0,77.09,HARD,15.0,0,1
2019,Canada,KVY,28.0,77.718,HARD,16.0,0,1
2019,Canada,KVY,29.0,77.719,HARD,17.0,0,1
2019,Canada,KVY,30.0,77.452,HARD,18.0,0,12
2019,Canada,KVY,31.0,76.925,HARD,19.0,0,21
2019,Canada,KVY,32.0,77.689,HARD,20.0,0,1
2019,Canada,KVY,33.0,78.266,HARD,21.0,0,1
2019,Canada,KVY,34.0,77.442,HARD,22.0,0,1
2019,Canada,KVY,35.0,77.027,HARD,23.0,0,1
2019,Canada,KVY,36.0,77.023,HARD,24.0,0,1
2019,Canada,KVY,37.0,77.359,HARD,25.0,0,1
2019,Canada,KVY,38.0,77.111,HARD,26.0,0,1
